company_id,type,rule_id,text,confidence_pct
NAUKRI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
NAUKRI,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
NESTLEIND,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
NESTLEIND,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
NESTLEIND,pro,P08,Consistent dividend yield backed by positive free cash flow,74
NESTLEIND,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
NESTLEIND,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
NESTLEIND,con,C00,Continued monitoring of financial and operating performance is warranted,61
NHPC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NHPC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
NHPC,pro,P08,Consistent dividend yield backed by positive free cash flow,74
NHPC,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
NHPC,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
NHPC,con,C12,Revenue growing at below 5% over 5 years suggests limited business momentum,72
NTPC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
NTPC,pro,P08,Consistent dividend yield backed by positive free cash flow,74
NTPC,con,C00,Continued monitoring of financial and operating performance is warranted,61
ONGC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
ONGC,pro,P08,Consistent dividend yield backed by positive free cash flow,74
ONGC,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
ONGC,con,C00,Continued monitoring of financial and operating performance is warranted,61
PFC,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
PFC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
PFC,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
PFC,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88
PFC,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
PIDILITIND,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
PIDILITIND,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
PIDILITIND,pro,P08,Consistent dividend yield backed by positive free cash flow,74
PIDILITIND,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
PIDILITIND,con,C00,Continued monitoring of financial and operating performance is warranted,61
PNB,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
PNB,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
PNB,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88
POWERGRID,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
POWERGRID,pro,P08,Consistent dividend yield backed by positive free cash flow,74
POWERGRID,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
POWERGRID,con,C00,Continued monitoring of financial and operating performance is warranted,61
RECLTD,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
RECLTD,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
RECLTD,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
RECLTD,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
RELIANCE,pro,P08,Consistent dividend yield backed by positive free cash flow,74
RELIANCE,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
RELIANCE,con,C00,Continued monitoring of financial and operating performance is warranted,61
SBILIFE,pro,P03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
SBILIFE,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
SBILIFE,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SBILIFE,con,C00,Continued monitoring of financial and operating performance is warranted,61
SBIN,pro,P03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,90
SBIN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
SBIN,pro,P08,Consistent dividend yield backed by positive free cash flow,74
SBIN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SBIN,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
SBIN,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88
SHREECEM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SHREECEM,pro,P08,Consistent dividend yield backed by positive free cash flow,74
SHREECEM,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
SHREECEM,con,C00,Continued monitoring of financial and operating performance is warranted,61
SHRIRAMFIN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
SHRIRAMFIN,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SHRIRAMFIN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
SHRIRAMFIN,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
SHRIRAMFIN,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88
SHRIRAMFIN,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
SIEMENS,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SIEMENS,pro,P08,Consistent dividend yield backed by positive free cash flow,74
SIEMENS,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SIEMENS,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
SIEMENS,con,C00,Continued monitoring of financial and operating performance is warranted,61
SUNPHARMA,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
SUNPHARMA,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
SUNPHARMA,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
SUNPHARMA,pro,P08,Consistent dividend yield backed by positive free cash flow,74
SUNPHARMA,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
SUNPHARMA,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
SUNPHARMA,con,C00,Continued monitoring of financial and operating performance is warranted,61
TATACONSUM,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
TATACONSUM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
TATACONSUM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TATACONSUM,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TATACONSUM,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
TATACONSUM,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
TATAMOTORS,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TATAMOTORS,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TATAMOTORS,con,C00,Continued monitoring of financial and operating performance is warranted,61
TATAPOWER,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
TATAPOWER,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TATAPOWER,con,C00,Continued monitoring of financial and operating performance is warranted,61
TATASTEEL,pro,P00,Established operating history and diversified business platform,61
TATASTEEL,con,C04,Company reported a net loss in the most recent financial year,92
TATASTEEL,con,C10,Return on capital employed below 10% suggests insufficient returns on invested capital,76
TCS,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TCS,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TCS,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TCS,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TCS,con,C00,Continued monitoring of financial and operating performance is warranted,61
TECHM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TECHM,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TECHM,con,C07,Dividend payout ratio above 100% may be unsustainable,82
TITAN,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TITAN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
TITAN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
TITAN,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TITAN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TITAN,con,C01,Debt-to-equity ratio of 2.22 is elevated for a non-financial company and warrants monitoring,88
TORNTPHARM,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TORNTPHARM,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
TORNTPHARM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
TORNTPHARM,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TORNTPHARM,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TORNTPHARM,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
TORNTPHARM,con,C00,Continued monitoring of financial and operating performance is warranted,61
TRENT,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TRENT,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,82
TRENT,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,82
TRENT,pro,P08,Consistent dividend yield backed by positive free cash flow,74
TRENT,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TRENT,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
TRENT,con,C00,Continued monitoring of financial and operating performance is warranted,61
TVSMOTOR,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TVSMOTOR,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80
TVSMOTOR,pro,P11,Profit growth ahead of revenue growth shows improving operating leverage and scale benefits,72
TVSMOTOR,con,C00,Continued monitoring of financial and operating performance is warranted,61
